CE,critère d’efficacité,,MoE,measure of effectiveness,
CEASS,Close Engagement Ammunition Simulation System ,,SSMER,Système de simulation de munitions pour engagement rapproché ,
CED,captured enemy document,,DPE,document pris à l’ennemi,
CEDC,Centre d’essais et de développement classifiés,,CTDC,Classified Test and Development Centre,
CEE,captured enemy equipment,,EPE,équipement pris à l’ennemi,
CEI,Commission électrotechnique internationale,,IEC,International Electrotechnical Commission,
CEEM,Centre d’essais et d’expérimentation des munitions,,METC,Munitions and Experimental Test Centre,
CEEM FC,Centre d’expérimentation et d’essais maritimes des Forces canadiennes,,CFMETR,Canadian Forces Maritime Experimental and Test Ranges,
CEM,chef d’état-major,,COS,chief of staff,
CEM,compatibilité électromagnétique,,EMC,electromagnetic compatibility,
CEMA,chef d’état-major d’armée,,ECS,environmental chief of staff,
CEMA,Chef d’état-major de l’Armée,,C Army,Chief of the Army Staff,
CEMD,Chef d’état-major de la défense,,CDS,Chief of the Defence Staff,
CEMFA,Chef d’état-major de la Force aérienne,,C Air Force,Chief of the Air Force Staff,
CEM GFI,chef d’état-major de la génération de la force interarmées,,COS JFG,chief of staff joint force generation,
CEMM,Chef d’état-major de la Marine,,C Naval,Chief of the Naval Staff,
CEM Ops Terre,Chef d’état-major – Opérations terrestres,,COS Land Ops,Chief of Staff Land Operations,
CEEPC,Centre d'entraînement élémentaire du Polygone de Connaught,,CRPTC,Connaught Range Primary Training Centre,
cen,centre,,cen,centre,
cen,centre,,cen,centre,
CENCOM,centre de communications,,COMCEN,communication centre,
CENCOM Ere,centre de communications de l’escadre,,W COMCEN,wing communication centre,
CEO,chief executive officer,,PD,premier dirigeant,
CEOI,communications-electronics operating instructions,,IET,instruction d’exploitation des transmissions,
CEOTP,Continuing Education Officer Training Plan,,PFOEP,Programme de formation des officiers – Éducation permanente,
CEP,circular error probable,,ECP,écart circulaire probable,
CEP,civil emergency planning,,PCU,planification civile d’urgence,
CEPDA,coordonnateur de l’éducation et de la prévention en matière de drogues et d’alcool,,DEC,drug education coordinator,
CEPI,Centre d’excellence de partage d’informations,,IS COE,Information Sharing Centre of Excellence,
CER,Combat Engineer Regiment,,RGC,Régiment du génie de combat,
CERA,chef des machines,,CERA,chief engine room artificer,
CERA,chief engine room artificer,,CERA,chef des machines,
CERO,Chef d’équipe – Recherche opérationnelle,,ORTL,Operational Research Team Leader,
cert,certifier,,cert,certify,
cert,certify,,cert,certifier,
CES,casualty evacuation station,,PES,poste d’évacuation sanitaire,
CES,construction engineering squadron,,EGC,escadron du enie construction,
CESI,communications-electronics standing instructions,,IPT,instructions enieents des transmissions,
CET,combat engineer tractor,,TGC,tracteur du génie de combat,
CETA,Centre d’essais techniques (Aérospatiale),,AETE,Aerospace Engineering Test Establishment,
CEU,construction engineering unit,,UGC,enie du enie construction,
CF,Canadian Forces,,FC,Forces canadiennes,
CF CMS INQ,Canadian Forces Complaints Inquiries,,DRP FC,Demandes de requête des plaintes des Forces canadiennes,
CF Griev Ref,Canadian Forces Grievance Referral,,Renv Grief FC,Renvoi des griefs – Forces canadiennes,
CF Griev Inq ,Canadian Forces Grievance Inquiries,,DR Grief FC,Demandes de requête des griefs des Forces canadiennes,
CF H Svcs Gp,Canadian Forces Health Services Group,,Gp Svc S FC,Groupe des Services de santé des Forces canadiennes,
CF H Svcs Gp HQ,Canadian Forces Health Services Group Headquarters,,QG Gp Svc S FC,Quartier général du Groupe des Services de santé des Forces canadiennes,
CF H Svcs TC,Canadian Forces Health Services Training Centre,,CI Svc S FC,Centre d’instruction des Services de santé des Forces canadiennes,
CFA,Canadian Forces Attaché,,AFC,Attaché des Forces canadiennes,
CFA,Conseil des Forces armées,,AFC,Armed Forces Council,
CFA,covering force area,,ZFC,zone des forces de couverture,
CFA,ceasefire agreement,,ACF,accord de cessez-le-feu,
CFAA,Canadian Forces Air Attaché,,AAFC,attaché de l’Air des Forces canadiennes,
CFAA,corps forward administrative area,,ZAAvC,zone administrative avancée du corps d’armée,
CFACC,combined force air component commander,, CCAFM,commandant de la composante aérienne de la Force multinationale,
CFACC Fwd,Combined Force Air Component Commander Forward,,CCAFM Av,Commandant de la composante aérienne de la Force multinationale (Avancé),
CFAD ,Canadian Forces Ammunition Depot ,,DMFC,Dépôt de munitions des Forces canadiennes ,
CFAD Angus,Canadian Forces Ammunition Depot Angus,,DMFC Angus,Dépôt de munitions des Forces canadiennes Angus,
CFAD Bedford,Canadian Forces Ammunition Depot Bedford,,DMFC Bedford,Dépôt de munitions des Forces canadiennes Bedford,
CFAD Dundurn,Canadian Forces Ammunition Depot Dundurn,,DMFC Dundurn,Dépôt de munitions des Forces canadiennes Dundurn,
CFAD Edmonton,Canadian Forces Ammunition Depot Edmonton,,DMFC Edmonton,Dépôt de munitions des Forces canadiennes Edmonton,
CFAD Rocky Point,Canadian Forces Ammunition Depot Rocky Point,,DMFC Rocky Point,Dépôt de munitions des Forces canadiennes Rocky Point,
CFAO,Canadian Forces Administrative Orders,,OAFC,Ordonnances administratives des Forces canadiennes,
CFATC,Canadian Forces Arctic Training Centre,,CIFCA,Centre d’instruction des Forces canadiennes dans l’Arctique,
CFAWC,Canadian Forces Aerospace Warfare Centre,,CGAFC,Centre de guerre aérospatiale des Forces canadiennes,
CFB,Canadian Forces base,,BFC,base des Forces canadiennes,
CFC,"couteau, fourchette et cuillère",,KFS,"knife, fork and spoon",
CFC-A,Combines Forces Command – Afghanistan,,CFC-A,Commandement des Forces multinationales en Afghanistan,
CFC-A,Commandement des Forces multinationales en Afghanistan,,CFC-A,Combines Forces Command – Afghanistan,
CFCPA,Canadian Forces Campaign Plan Advisor,,CPCFC,Conseiller plan de campagne des Forces canadiennes,
CFCS,Canadian Forces Command System,,SCFC,Système de commandement des Forces canadiennes,
CFCS Sp,Canadian Forces Command System support,,SSCFC,soutien du Système de commandement des Forces canadiennes,
CFDA,Central Force Development Authority,,ACDF,Autorité centrale de développement des forces,
CFDC,Canadian Forces Data Centre,,CIFC,Centre d’informatique des Forces canadiennes,
CFDS,Canada First Defence Strategy,,SDCD,Stratégie de défense Le Canada d’abord,
CFDSS,Canadian Forces Dental Services School,,ESDFC,École des Services dentaires des Forces canadiennes,
CFDTI,Canadian Forces Temporary Duty Travel Instructions,,DFCVST,Directive des Forces Canadiennes sur les voyages en service temporaire,
CFEME,Canadian Forces Environmental Medicine Establishment,,CMEFC,Centre de médecine environnemental des Forces canadiennes,
CFET,Canadian Forces Equipment Table,,TDFC,tableau de dotation des Forces canadiennes,
CFFET,Canadian Field Force equipment table,,TDMFCC,tableau de dotation en matériel des Forces canadiennes en campagne,
CFFTS,Canadian Forces Flying Training School,,EPFC,École de pilotage des Forces canadiennes,
CFGB,Canadian Forces Grievance Board,,CGFC,Comité des griefs des Forces canadiennes,
CFHA,Canadian Forces Housing Agency,,ALFC,Agence de logement des Forces canadiennes,
CFHCC,Canadian Forces Health Care Centre,,CSSFC,Centre des services de santé des Forces canadiennes,
CFHIS,Canadian Forces Health Information System,,SISFC,Système d’information sur la santé des Forces Canadiennes,
CF H Svcs TC,Canadian Forces Health Services Training Centre,,CI Svc S FC,Centre d’instruction des Services de santé des Forces canadiennes,
CFI,chief flying instructor,,CIV,chef instructeur de vol,
CFICC Exped,Canadian Forces Integrated Command Centre Expetitionary,,CCIFC Expéd,Centre de commandement intégré des Forces canadiennes – Expéditionnaire,
CFICC SWO,Canadian Forces Integrated Command Centre Senior Watch Officer,,CCIFC OQS,Centre de commandement intégré des Forces canadiennes – Officier de quart supérieur,
CFICR,Centre de formation et d’instruction consécutive au recrutement,,PRETC,Post Recruit Education and Training Centre,
CFILC,Centre d’instruction de logistique des Forces canadiennes,,CFLTC,Canadian Forces Logistics Training Centre,
CFILO (L),Canadian Forces Intelligence Liaison Staff (London),,ERFC (L),État-major de renseignement des Forces canadiennes (Londres),
CFILO (W),Canadian Forces Intelligence Liaison Staff (Washington),,ERFC (W),État-major de renseignement des Forces canadiennes (Washington),
CFIOG,Canadian Forces Information Operations Group,,GOIFC,Groupe des opérations d’information des Forces canadiennes,
CFIRI,capacité de fusion de l’information et du renseignement interarmées,,JIIFC,joint information and intelligence fusion capability,
CFIRP,Canadian Forces Integrated Relocation Program,,PRIFC,Programme de réinstallation intégrée des Forces canadiennes,
CFITP,Canadian Forces Index of Technical Publications,,IPTFC,Index des publications techniques des Forces canadiennes,
CFJHQ,Canadian Forces Joint Headquarters,,QGIFC,Quartier général interarmées des Forces canadiennes,
CFJOG,Canadian Forces Joint Operations Group,,GIOFC,Groupe interarmées des opérations des Forces canadiennes,
CFJP,Canadian Forces Joint Publication ,,PIFC,Publication interarmées des Forces canadiennes,
CFL,ceasefire line,,LCF,ligne de cessez-le-feu,
CFLC,Canadian Forces Liaison Council,,CLFC,Conseil de liaison des Forces canadiennes,
CFLCC,Combined Forces Land Component Command,,CCFTC,Centre de commandement des Forces terrestres combinées,
CFLDC,Canadian Forces Learning and Development Centre,,CAPFC, Centre d’apprentissage et de perfectionnement des Forces canadiennes,
CFLO,Canadian Forces liaison officer,,OLFC,officier de liaison des Forces canadiennes,
CFLRS,Canadian Forces Leadership and Recruit School,,ELRFC,École de leadership et de recrues des Forces canadiennes,
CFLS,Canadian Forces Language School,,ELFC,École des langues des Forces canadiennes,
CFLS Ottawa,Canadian Forces Language School Ottawa,,ELFC Ottawa,École des langues des Forces canadiennes Ottawa,
CFLTC,Canadian Forces Logistics Training Centre,,CILFC,Centre d’instruction de logistique des Forces canadiennes,
cfm,confirm,,cfm,confirmer,
cfm,confirmation,,cfm,confirmation,
cfm,confirmer,,cfm,confirm,
CFMA,Canadian Forces military attaché,,AMFC,attaché militaire des Forces canadiennes,
CFMAP,Canadian Forces Member Assistance Programme,,PAMFC,Programme d’aide aux membres des Forces canadiennes,
CFMDS,Canadian Forces Management Development School,,EPGFC,École de perfectionnement en gestion des Forces canadiennes,
CFMETR,Canadian Forces Maritime Experimental and Test Ranges,,CEEM FC,Centre d’expérimentation et d’essais maritimes des Forces canadiennes,
CFMPA,Canadian Forces Military Police Academy,,EPMFC,École de la Police militaire des Forces canadiennes,
CF MP Gp,Canadian Forces Military Police Group,,Gp PM FC,Groupe de la Police militaire des Forces canadiennes,
CFMSP,Canadian Forces Military Studies Programme,,PEMFC,Programme d’études militaires des Forces canadiennes,
CFMSS,Canadian Forces Medical Services School,,ESSFC,École des Services de santé des Forces canadiennes,
CFMWC,Canadian Forces Maritime Warfare Centre,,CGNFC,Centre de guerre navale des Forces canadiennes,
Cfn,craftsman,,art,artisan,
CFNA,Canadian Forces Northern Area,,SNFC,Secteur du Nord des Forces canadiennes,
CFNCIU,Canadian Forces National Counter-Intelligence Unit,,UNCIFC,Unité nationale de contre-ingérence des Forces canadiennes,
CFNIS,Canadian Forces National Investigation Service,,SNEFC,Service national des enquêtes des Forces canadiennes,
CFNOC,Canadian Forces Network Operations Centre,,CORFC,Centre d’opérations des réseaux des Forces canadiennes,
CFO,chief financial officer,,C Fin,chef des finances,
CFO,Compte de fonds pour les opérations,,OFA ,Operations Funding Account,
CFOO,Canadian Forces Organization Order,,OOFC,Ordonnance d’organisation des Forces canadiennes,
CFP,Canadian Forces Publication,,PFC,Publication des Forces canadiennes,
CFPAS,Canadian Forces Personnel Appraisal System,,SEPFC,Système d’évaluation du personnel des Forces canadiennes,
CFPMP,Canadian Forces Pension Modernization Project,,BMRPFC,Bureau de modernisation du Régime de pension des Forces canadiennes,
CFPO,Canadian Forces Post Office,,BPFC,bureau de poste des Forces canadiennes,
CFPSU,Canadian Forces Protective Services Unit,,USPFC,Unité des services de protection des Forces canadiennes,
CFPU,Canadian Forces Postal Unit,,USPFC,Unité du Service postal des Forces canadiennes,
CFR,commissioned from the ranks,,CDR,commissionné du rang,
CFRB,Canadian Forces Reserve Barracks,,CRFC,Caserne de la Réserve des Forces canadiennes,
CFRG,Canadian Forces Recruiting Group,,GRFC,Groupe du recrutement des Forces canadiennes,
CFRG HQ,Canadian Forces Recruiting Group Headquarters,,QG GRFC,Quartier général du Groupe du recrutement des Forces canadiennes,
CFRIMS,Canadian Forces Recruiting Information Management System,,SGIRFC,Système de gestion de l’information sur le recrutement des Forces canadiennes,
CFS,Canadian Forces station,,SFC,station des Forces canadiennes,
CFS Leitrim,Canadian Forces Station Leitrim,,SFC Leitrim,Station des Forces canadiennes Leitrim,
CFSA,Canadian Forces Superannuation Act,,LPRFC,Loi sur la pension de retraite des Forces canadiennes,
CFSACO,Canadian Forces School of Aerospace Control Operations,,EOCAFC,École des opérations de contrôle aérospatial des Forces canadiennes,
CFSATE,Canadian Forces School of Aerospace Technology and Engineering,,ETGAFC,École de technologie et du génie aérospatial des Forces canadiennes,
CFSCE,Canadian Forces School of Communications and Electronics,,EECFC,École de l’électronique et des communications des Forces canadiennes,
CFSD,Canadian Forces supply depot,,DAFC,dépôt d’approvisionnement des Forces canadiennes,
CFSIOC,Canadian Forces Signals Intelligence Operations Centre,,CORTFC,Centre d’opérations du renseignement sur les transmissions des Forces canadiennes,
CFSM,Canadian Forces Supply Manual,,MAFC,Manuel d’approvisionnement des Forces canadiennes,
CFSME,Canadian Forces School of Military Engineering,,EGMFC,École du génie militaire des Forces canadiennes,
CFSMI,Canadian Forces School of Military Intelligence,,ERMFC,École du renseignement militaire des Forces canadiennes,
CFSO,Canadian Forces Supplementary Orders,,OSFC,Ordonnances supplémentaires des Forces canadiennes,
CFSOC,Canadian Forces SIGINT Operations Centre,,COSFC,Centre des opérations SIGINT des Forces canadiennes,
CFSPDB,Canadian Forces Service Prison and Detention Barracks,,CDPMFC,Caserne de détention et prison militaire des Forces canadiennes,
CFSS,Canadian Forces Staff School,,EEFC,École d’état-major des Forces canadiennes,
CFSSAR,Canadian Forces School of Search and Rescue,,ERSFC,École de recherche et de sauvetage des Forces Canadiennes,
CFSSAT,Canadian Forces School of Survival and Aeromedical Training,,ESMAFC,École de survie et de médecine de l’air des Forces canadiennes,
CFSTG,Canadian Forces Support Training Group,,GISFC,Groupe de l’instruction de soutien des Forces canadiennes,
CFSU,Canadian Forces support unit,,USFC,unité de soutien des Forces canadiennes,
CFSUI,Canadian Forces Support Unit (Europe),,USFCI,Unité de soutien des Forces canadiennes (Europe),
CFSU (Europe),Canadian Forces Support Unit (Europe),,USFC (Europe),Unité de soutien des Forces canadiennes (Europe),
CFT,Conseil fédéral de terminologie,,FTC,Federal Terminology Council,
CFTA,Canadian Forces training area,,SEFC,secteur d’entraînement des Forces canadiennes,
CFTDC,Canadian Forces Training Development Centre,,CDIFC,Centre de développement de l’instruction des Forces canadiennes,
CFTFC,Centre de formation en traumatologie des Forces canadiennes,,CFTTC,Canadian Forces Trauma Training Centre,
CFTO,Canadian Forces Technical Order,,ITFC,Instruction technique des Forces canadiennes,
CFTPO,Canadian Forces Task Plans and Operations,,POTFC,Programme des opérations et tâches des Forces canadiennes,
CFTTC,Canadian Forces Trauma Training Centre ,,CFTFC,Centre de formation en traumatologie des Forces canadiennes,
CFUTTH,Canadian Forces Utility Tactical Transport Helicopter,,HUTTFC,Hélicoptère utilitaire de transport tactique des Forces canadiennes,
CFV,ceasefire violation,,VCF,violation du cessez-le-feu,
CFX,command field exercise,,XCC,exercice de commandement en campagne,
CG,centre de gravité,,CoG,centre of gravity,
CoG,centre of gravity,,CG,centre de gravité,
CG,Ceremonial Guard,,CG,Garde de cérémonie,
CG,chef de groupe,,GP,group principal,
CG,Garde de cérémonie,,CG,Ceremonial Guard,
CGA,contrôleur – guerre antiérienne,,AAWC,anti-air warfare controller,
CGAFC,Centre de guerre aérospatiale des Forces canadiennes,,CFAWC,Canadian Forces Aerospace Warfare Centre,
CGC,commandant du génie du corps d’armée,,CCE,commander corps engineers,
CGCM,Canadian Government Catalogue of Materiel,,CMGC,Catalogue du matériel du gouvernement du Canada,
CGCS,Canadian Government Cataloguing System,,SCGC,Système de catalogage du gouvernement canadien,
CGAD,Capacité de gestion des activités de la défense,,DBMC,Defence Business Management Capability,
CGD,Comité de gestion de la défense,,DMC,Defence Management Committee,
CGD,commandant du oope divisionnaire,,CDE,commander division engineers,
CGFC,Comité des griefs des Forces canadiennes,,CFGB,Canadian Forces Grievance Board,
CGM,coordonnateur de la guerre des mines,,MWC,mine warfare coordinator,
CGM,centre de gestion du matériel,,MMC,materiel management centre,
CGNFC,Centre de guerre navale des Forces canadiennes,,CFMWC,Canadian Forces Maritime Warfare Centre,
CGPM,code de groupe professionnel militaire,,MOCC,military occupation code,
ch,charge,,ch,charge,
ch,charge,,ld,load,
ch,chemin,,rte,route,
ch de f,chemin de fer,,rly,railway,
chap,chapitre,,chap,chapter,
Chap,chaplain,,aum,aumônier,
chap,chapter,,chap,chapitre,
Chap(P),chaplain (Protestant),,Aum(P),aumônier protestant,
Chap(RC),chaplain (Roman Catholic),,Aum(CR),aumônier catholique romain,
,char,,tk,tank,
,chargeur,,mag,magazine,
charp,charpentier,,carp,carpenter,
chauf,chauffeur,,dvr,driver,
,chef,,ldr,leader,
CHEBP,chemical high explosive burster projectile,,OEBC,obus ooperati brisant chimique,
Chef Clin,chef clinicien,,Lead Clin,lead clinician,
Chef Ops Armée,Chef des opérations de l’Armée,,Chief Army Ops,Chief of Army Operations,
Chef OTS,Chef des opérations techniques spéciales,,STO Chief,Special Technical Operations Chief,
Chief Army Ops,Chief of Army Operations,,Chef Ops Armée,Chef des opérations de l’Armée,
chem,chemical,,chim,chimique,
chem,chemical,,prod chim,produit chimique,
chen,chenille,,trk,track,
chim,chimique,,chem,chemical,
chir,chirurgie,,surg,surgery,
chir,chirurgien,,surg,surgeon,
CHRC,Civilian Human Resources Committee,,CRHC,Comité des ressources humaines civiles,
CI,chief instructor,,IC,instructeur-chef,
CI,communauté d’intérêts,,COI,community of interests,
CI,contre-ingérence,,CI,counter-intelligence,
CI,counter-intelligence,,CI,contre-ingérence,
CI,conflit d’intérêts,,COI,conflit d’intérêts,
CIA,centre d’instruction en aviation,,ATC,aviation training centre,
CIAT,centre d’instruction de l’Armée de terre,,ATC,army training centre,
CIB,Combat Infantryman Badge,,CIB,Combat Infantryman Badge,
,cible,,tgt,target,
CIC,Cadet Instructor Cadre,,CIC,Cadre des instructeurs de cadets,
CIC,Cadre des instructeurs de cadets,,CIC,Cadet Instructor Cadre,
CIC,centre d’information de combat,,CIC,combat information centre,
CIC,combat information centre,,CIC,centre d’information de combat,
CIC,Centre d’instruction au combat,,CTC,Combat Training Centre,
CIC,coalition intelligence centre,,CRC,centre de renseignement de la coalition,
CIC,commandant des ingénieurs du corps,,CCE,Commander Corps Engineers,
CID,combat identification device,,DIC,ooperation d’identification au combat,
cie,compagnie,,coy,company,
cie AD,companie d’action directe,,DA coy,direct action company,
cie admin,compagnie d’administration,,admin coy,administration company,
cie Comd & Svcs,compagnie de commandement et des services,,HQ & Svcs coy,headquarters and services company,
Cie FS,Compagnie de Forces spéciales,,SF Coy,Special Forces Company,
cie méd,compagnie médicale,,med coy,medical company,
Cie PMI,Compagnie de police militaire interarmées,,JMP Coy,Joint Military Police Company,
Cie Rens,compagnie du renseignement,,Int Coy,intelligence company,
CIFC,Centre d’informatique des Forces canadiennes,,CFDC,Canadian Forces Data Centre,
CIG,contrôleur de l’information gestionnelle,,MICA,management information control authority,
CIHM,Centre d’instruction sur les hélicoptères maritimes,,MHTC,Maritime Helicopter Training Centre,
CIJ,close-in jamming,,BR,brouillage rapproché,
CIMIC,civil-military cooperation,,COCIM,ooperation civilo-militaire,
CIN,chef instructeur de navigation,,CNI,chief navigator instructor,
CIO,chief information officer,,DPI,dirigeant principal de l’information,
CIOM,contrôleur d’interception en opérations maritimes,,MFC,maritime fighter controller,
CIOR,Confédération interalliée des officiers de réserve,,CIOR,Interallied Confederation of Reserve Officers,
CIOR,Interallied Confederation of Reserve Officers,,CIOR,Confédération interalliée des officiers de réserve,
CIOT,centre interallié d’opérations tactiques,,ATOC,allied tactical operations centre,
CIOT,cours d’initiation aux opérations terrestres,,LOFT,land operations and familiarization training,
CIP,combat identification panel,,PI,panneau d’identification,
CIPPR,Capital Investment Programme Plan Review,,EPII,Examen du Programme d’investissements en immobilisations,
CIR,commandement interarmées régional,,JRC,joint regional command,
CIRT,Computer Incidents Response Team,,ERII,Équipe de réaction aux incidents informatiques,
CI Svc S FC,Centre d’instruction des Services de santé des Forces canadiennes,,CF H Svcs TC,Canadian Forces Health Services Training Centre,
CIT,Centre d’instruction tactique,,MTC,Mission Training Centre,
CIT,citation,,,quote,
CITAP,centre d’instruction des troupes aéroportées,,ABTC,airborne training centre,
CIV,chef instructeur de vol,,CFI,chief flying instructor,
civ,civil,,civ,civilian,
civ,civilian,,civ,civil,
CJFMCCC,Coalition Joint Forces Movement Coordination Command Centre,,CCMFIC,Centre de coordination des mouvements des Forces interarmées de la coalition,
CJIRU-CBRN,"Canadian Joint Incident Response Unit – Chemical, Biological, Radiological and Nuclear",,UIIC-ICBRN,"Unité interarmées d’intervention du Canada – Incidents chimiques, biologiques, radiologiques et nucléaires",
CJTF,combined joint task force,,FOIM,force opérationnelle interarmées multinationale,
CL,centre line,,,axe,
cl,class,,cl,classe,
cl,class,,cl,classer,
cl,classe,,cl,class,
cl,classé,,cl,classified,
cl,classement,,cl,classification,
cl,classer,,cl,class,
cl,classification,,cl,classement,
cl,classification,,cl,classification,
cl,classifié,,cl,classified,
cl,classified,,cl,classifié,
cl,classified,,cl,classé,
CLAS Requests,Commercial Law Advisory Services Requests,,SCDC Demandes,Demandes pour les Services consultatifs en droit commercial,
CLEBJ,chemical low explosive burster projectile,,OEDC,obus explosif déflagrant chimique,
CLFC,Conseil de liaison des Forces canadiennes,,CFLC,Canadian Forces Liaison Council,
CLGP,cannon-lauched guided projectile,,PGTC,projectile guidé tiré par canon,
clk,clerk,,,commis,
CLO,cadet liaison officer,,OLC,officier de liaison – cadets,
CLO,Client Liaison Office,,BLC,Bureau de liaison avec le client,
clo,clothing,,vêt,vêtement,
CLOS,command to line-of-sight,,CLV,commande sur la ligne de visée,
clo stmn,clothing storeman,,mag hab,magasinier d’habillement,
clr,clear,,aut,autoriser,
clr,clear,,dég,dégager,
clr,clear,,lib,libérer,
CLS Supt Clk,Chief of the Land Staff superintendent clerk,,Com Surv CEMAT,commis surveillant Chef d’état-major de l’Armée de terre,
CLV,commande sur la ligne de visée,,CLOS,command to line-of-sight,
CM,career manager,,GC,gestionnaire des carrières,
CM,classement militaire,,MLC,military load classification,
CM,Comité militaire,,MC,Military Committee,
CM,conseiller militaire,,MA,military adviser,
CM,conseiller militaire,,MA,military assistant,
CM,contre-mesure,,CM,countermeasure,
CM,contrôle des mouvements,,MC,movement control,
CM,countermeasure,,CM,contre-mesure,
CM,cruise missile,,MC,missile de croisière,
CM,Member of the Order of Canada,,CM,Membre de l’Ordre du Canada,
CM,Membre de l’Ordre du Canada,,CM,Member of the Order of Canada,
CM,couloir de mobilité,,MC,mobility corridor,
CM,crisis management,,GC,gestion de crise,
CMAC,Court Martial Appeal Court of Canada,,CMAC,Cour d’appel de la cour martiale du Canada,
CMAC,Cour d’appel de la cour martiale du Canada,,CMAC,Court Martial Appeal Court of Canada,
CMBG,Canadian Mechanized Brigade Group,,GBMC,Groupe-brigade mécanisé du Canada,
CMC,Chairman of the Military Committee,,CMC,Président du Comité militaire,
CMC,Président du Comité militaire,,CMC,Chairman of the Military Committee,
CMC OTAN,Président du Comité militaire OTAN,,NATO CMC,Chairman of the NATO Military Committee,
Cmdre,commodore,,cmdre,commodore,
cmdt,commandant,,cmdt,commandant,
cmdt,commandant,,CO,commanding officer,
cmdt,commandant,,comd,commander,
cmdt,commandant,,OC,officer commanding,
Cmdt AC,Commandant de l’Armée canadienne,,Comd CA,Commander of the Canadian Army,
Cmdt B,commandant de la base,,B Comd,base commander,
Cmdt Bde,commandant de la brigade,,Bde Comd,brigade commander,
Cmdt DA,commandant de la défense aérienne,,AD Comd,air defence commander,
Cmdt Dent,commandant dentaire,,OC Dent,officer commanding – dental,
cmdt en second,commandant en second,,XO,executive officer,
Cmdt FO,commandant de la force opérationnelle,,TF Comd,task force commander,
Cmdt Pon,commandant de peloton,,Pl Comd,platoon commander,
cmdtA,commandant adjoint,,2IC,second in command,
cmdtA,commandant adjoint,,DCmdt,deputy commandant,
cmdtA,commandant adjoint,,DCO,deputy commanding officer,
cmdtA,commandant adjoint,,Dcomd,deputy commander,
Cmdta FO,Commandant adjoint – Force opérationnelle,,DTFC,Deputy Task Force Commander,
Cmdt École,commandant de l’école,,School Cmdt,school commandant,
cmdt Ere,commandant d’escadre,,W Comd,wing commander,
cmdt ex,commandant de l’exercice,,ex comd,exercise commander,
Cmdt GSS,commandant du groupe de soutien du secteur,,ASG Comd,area support group commander,
Cmdt Pon,Commandant de peloton,,Pl Comd,Platoon Commander,
Cmdt Sec,Commandant de section,,Sect Comd,Section Commander,
Cmdt Sout,commandant – soutien,,OC Sp,officer commanding – support,
Cmdt Svc,commandant de la sous-unité des services,,OC Svc,officer in command of services sub-unit,
CME,contre-mesures électroniques,,ECM,electronic countermeasures,
CME,Canadian Military Engineer Branch,,GMC,Service du génie militaire canadien,
CMED,Central Medical Equipment Depot,,DCMM,Dépôt central de matériel médical,
CMEFC,Centre de médecine environnemental des Forces canadiennes,,CFEME,Canadian Forces Environmental Medicine Establishment,
CMG,cour martiale générale,,GCM,general court martial,
CMG,crisis management group,,GGC,groupe de gestion des crises,
CMGC,Catalogue du matériel du gouvernement du Canada,,CGCM,Canadian Government Catalogue of Materiel,
CMJ,chief military judge,,JMC,juge militaire en chef,
CMM,Commander of the Order of Military Merit,,CMM,Commandeur de l’Ordre du mérite militaire,
CMM,Commandeur de l’Ordre du mérite militaire,,CMM,Commander of the Order of Military Merit,
CMM,couple militaire marié,,MSC,married service couple,
CMMS,Canadian Military messaging System,,SMMC,Système de messagerie militaire du Canada,
CMN,Cimetière militaire national,,NMC,National Military Cemetery,
CMOA,Centre multinational d’opérations aérospatiales,,CAOC,Combined Aerospace Operations Centre,
CMOA COC,Centre multinational d’opérations aérospatiales – Chef des opérations de combat,,CAOC CCO,Combined Aerospace Operations Centre Chief of Combat Operations,
CMOA OS,Centre multinational d’opérations aérospatiales – Officier de service,,CAOC DWO,Combined Aerospace Operations Centre Duty Watch Officer,
CMOA OSSO,Centre multinational d’opérations aérospatiales – Officier de service supérieur des opérations,,CAOC SODO,Combined Aerospace Operations Centre Senior Operations Duty Officer,
CMP,cour martiale permanente,,SCM,standing court martial,
CMP,Chief of Military Personnel,,CPM,Chef du personnel militaire,
CMP D Mil Pers Mgt,Chief Military Personnel Director Military Personnel Management,,CPM D Gest Pers Mil,Directeur - Gestion du Personnel Militaire du Chef du personnel militaire,
CMP GO,Chief Military Personnel General Office,,BG CPM,Bureau général du Chef du personnel militaire,
CMP Griev Sect,Chief of Military Personnel Grievance Section,,Son Grief CPM,Section des griefs – Chef du personnel militaire,
CMP LIT Claims,Chief Military Personnel Litigation Implementation Team Claim Verification,,Réclamations EMOL CPM,Vérification des réclamations de l'Équipe de mise en oeuvres des litiges du Chef du personnel militaire,
CMP LIT Clerical,Chief Military Personnel Litigation Implementation Team Clerical Support,,Administratif EMOL CPM,Soutien administratif de l'Équipe de mise en oeuvres des litiges du Chef du personnel militaire,
CMP LIT General,Chief Military Personnel Litigation Implementation Team General Inbox,,Générale EMOL CPM,Boîte générale de l'Équipe de mise en oeuvres des litiges du Chef du personnel militaire,
CMP LIT RMI,Chief Military Personnel Litigation Implementation Team Reconciliation Measures,,Mesures de réconciliation de l'Équipe de mise en oeuvres des litiges du Chef du personnel militaire,MRI EMOL CPM,
CMP OR,Chief Military Personnel Orderly Room,,SR CPM,Salle des rapports du Chef du personnel militaire,
CMP Rep P1,Chief of Military Personnel Reporting P1,,Rapp CPM P1,Rapport – Chef du personnel militaire P1,
